date,sku_id,sku,category,platform_city,dark_store,qty_sold,sales_mrp,drr_7,drr_14,dark_store_inv_qty,days_of_inventory_drr_14,month_to_date_sales
2025-01-01,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Hyderabad,"HYD-PRAGATHI NAGAR",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-16,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Hyderabad,HYD-RAMANTHAPUR,1,699.0000,1.0000,1.0000,2,2.0000,699.0000
2025-01-03,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Hyderabad,"HYD-Secunderabad Network",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-05,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Jaipur,"JAI-Krishna Nagar",1,699.0000,1.0000,1.0000,1,1.0000,1398.0000
2025-01-10,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Jaipur,"JAI-Krishna Nagar",1,699.0000,1.0000,1.0000,1,1.0000,1398.0000
2025-01-13,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Kochi,KOC-Infopark,1,699.0000,1.0000,1.0000,2,2.0000,699.0000
2025-01-06,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Mumbai,"MUM-Andheri West Network",1,699.0000,1.0000,1.0000,4,4.0000,1398.0000
2025-01-12,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Mumbai,"MUM-Andheri West Network",1,699.0000,1.0000,1.0000,4,4.0000,1398.0000
2025-01-05,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Mumbai,"MUM-Bhayandar New",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-05,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Mumbai,"MUM-BKC Network",2,699.0000,2.0000,2.0000,1,0.5000,1398.0000
2025-01-21,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Mumbai,"MUM-BKC Network",1,699.0000,1.5000,1.5000,1,0.6667,1398.0000
2025-01-06,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Mumbai,"MUM-BKC NEW",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-12,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Mumbai,MUM-BORIVALI,1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-11,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Mumbai,"MUM-Borivali West",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-05,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Mumbai,MUM-Chakala,1,699.0000,1.0000,1.0000,1,1.0000,1398.0000
2025-01-15,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Mumbai,MUM-Chakala,1,699.0000,1.0000,1.0000,1,1.0000,1398.0000
2025-01-05,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Mumbai,"MUM-DADAR EAST",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-11,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Mumbai,"MUM-GHATKOPAR (W) NETWORK",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-04,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Mumbai,"MUM-GHATKOPAR WEST",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-05,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Mumbai,"MUM-Jogeshwari East",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-03,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Mumbai,"MUM-Kandivali East New",1,699.0000,1.0000,1.0000,1,1.0000,1398.0000
2025-01-21,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Mumbai,"MUM-Kandivali East New",1,699.0000,1.0000,1.0000,1,1.0000,1398.0000
2025-01-07,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Mumbai,"MUM-KOTHARI COMPOUND NEW",1,699.0000,1.0000,1.0000,2,2.0000,699.0000
2025-01-14,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Mumbai,"MUM-KURLA EAST",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-08,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Mumbai,"MUM-LOWER PAREL NEW",1,699.0000,1.0000,1.0000,1,1.0000,1398.0000
2025-01-16,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Mumbai,"MUM-LOWER PAREL NEW",1,699.0000,1.0000,1.0000,1,1.0000,1398.0000
2025-01-04,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Mumbai,MUM-Mahim,1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-08,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Mumbai,"MUM-Malad Network",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-08,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Mumbai,"MUM-Mira Road Network",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-11,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Mumbai,"MUM-Panvel New",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-09,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Mumbai,MUM-SANTACRUZ,1,699.0000,1.0000,1.0000,1,1.0000,1398.0000
2025-01-15,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Mumbai,MUM-SANTACRUZ,1,699.0000,1.0000,1.0000,1,1.0000,1398.0000
2025-01-04,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Mumbai,"MUM-Tilak Nagar",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-12,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Mumbai,"MUM-Vashi Network",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-15,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Mumbai,"MUM-WAGHLE ESTATE",0,699.0000,0.0000,0.0000,1,NULL,699.0000
2025-01-05,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Nagpur,NAG-Gokulpeth,1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-06,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Nagpur,NAG-Gokulpeth,-1,NULL,0.0000,0.0000,1,NULL,699.0000
2025-01-07,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Noida,"NOD-Sector 149",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-11,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Noida,"NOD-SECTOR 46 NOIDA",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-19,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Noida,"NOD-SECTOR 73 NOIDA",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-19,bbd58c16-8e94-44d0-b1b9-90a584cf3379,"The Good Bug Bye Bye Bloat Supplement Powder - Ease Digestive Discomfort Naturally 30.0 GRAM","Pharma & Wellness",Pune,"PUN-Pimple Nilakh",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-19,c1675ef5-59dc-4f37-80f7-89f412543323,"The Good Bug Prebiotic Fiber Energy Bar - Cocoa & Nuts 300.0 GRAM",Munchies,Delhi,"DEL-Karol Bagh Main New",1,480.0000,1.0000,1.0000,1,1.0000,480.0000
2025-01-04,c1675ef5-59dc-4f37-80f7-89f412543323,"The Good Bug Prebiotic Fiber Energy Bar - Cocoa & Nuts 300.0 GRAM",Munchies,Delhi,"DEL-Loha Mandi",1,480.0000,1.0000,1.0000,1,1.0000,480.0000
2025-01-19,c1675ef5-59dc-4f37-80f7-89f412543323,"The Good Bug Prebiotic Fiber Energy Bar - Cocoa & Nuts 300.0 GRAM",Munchies,Mumbai,"MUM-POWAI NETWORK",1,480.0000,1.0000,1.0000,1,1.0000,480.0000
2025-01-21,e01a80d4-f251-4684-8a53-76ea939b7d50,"The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM","Pharma & Wellness",Bengaluru,"BLR-Bellandur new",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-21,e01a80d4-f251-4684-8a53-76ea939b7d50,"The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM","Pharma & Wellness",Bengaluru,"BLR-INDIRANAGAR NEW",0,699.0000,0.0000,0.0000,1,NULL,699.0000
2025-01-02,e01a80d4-f251-4684-8a53-76ea939b7d50,"The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM","Pharma & Wellness",Bengaluru,"BLR-Kalyan Nagar Network",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-20,e01a80d4-f251-4684-8a53-76ea939b7d50,"The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM","Pharma & Wellness",Bengaluru,"BLR-Kogilu Road",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-20,e01a80d4-f251-4684-8a53-76ea939b7d50,"The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM","Pharma & Wellness",Bengaluru,BLR-WHITEFIELD,1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-20,e01a80d4-f251-4684-8a53-76ea939b7d50,"The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM","Pharma & Wellness",Chennai,CHN-Ayanavaram,1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-08,e01a80d4-f251-4684-8a53-76ea939b7d50,"The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM","Pharma & Wellness",Chennai,CHN-Sathyavani,1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-01,e01a80d4-f251-4684-8a53-76ea939b7d50,"The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM","Pharma & Wellness",Chennai,"CHN-TNHB Layout",1,699.0000,1.0000,1.0000,1,1.0000,1398.0000
2025-01-06,e01a80d4-f251-4684-8a53-76ea939b7d50,"The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM","Pharma & Wellness",Chennai,"CHN-TNHB Layout",1,699.0000,1.0000,1.0000,1,1.0000,1398.0000
2025-01-04,e01a80d4-f251-4684-8a53-76ea939b7d50,"The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM","Pharma & Wellness",Hyderabad,"HYD-APCO Colony",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-15,e01a80d4-f251-4684-8a53-76ea939b7d50,"The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM","Pharma & Wellness",Hyderabad,HYD-Bandlaguda,1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-06,e01a80d4-f251-4684-8a53-76ea939b7d50,"The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM","Pharma & Wellness",Hyderabad,"HYD-Bharat Nagar",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-19,e01a80d4-f251-4684-8a53-76ea939b7d50,"The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM","Pharma & Wellness",Hyderabad,"HYD-Bowenpally New",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-21,e01a80d4-f251-4684-8a53-76ea939b7d50,"The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM","Pharma & Wellness",Hyderabad,HYD-Gudimalkapur,1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-15,e01a80d4-f251-4684-8a53-76ea939b7d50,"The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM","Pharma & Wellness",Hyderabad,HYD-Habsiguda,1,699.0000,1.0000,1.0000,2,2.0000,699.0000
2025-01-18,e01a80d4-f251-4684-8a53-76ea939b7d50,"The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM","Pharma & Wellness",Hyderabad,HYD-Kachiguda,1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-06,e01a80d4-f251-4684-8a53-76ea939b7d50,"The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM","Pharma & Wellness",Hyderabad,"HYD-Nizampet New",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-09,e01a80d4-f251-4684-8a53-76ea939b7d50,"The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM","Pharma & Wellness",Hyderabad,"HYD-RTC Colony",1,699.0000,1.0000,1.0000,3,3.0000,699.0000
2025-01-05,e01a80d4-f251-4684-8a53-76ea939b7d50,"The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM","Pharma & Wellness",Hyderabad,"HYD-Singapore Town Ship",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-01,e01a80d4-f251-4684-8a53-76ea939b7d50,"The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM","Pharma & Wellness",Mumbai,MUM-Virar,1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-14,e01a80d4-f251-4684-8a53-76ea939b7d50,"The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM","Pharma & Wellness",Mysuru,"MYQ-Kuvempu Nagar",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-15,e01a80d4-f251-4684-8a53-76ea939b7d50,"The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM","Pharma & Wellness",Mysuru,MYQ-Vijayanagar,1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-19,e01a80d4-f251-4684-8a53-76ea939b7d50,"The Good Bug Metabolically Lean Supplement Powder - Weight Management 30.0 GRAM","Pharma & Wellness",Noida,NOD-BISRAKH,1,699.0000,1.0000,1.0000,2,2.0000,699.0000
2025-01-15,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Ahmedabad,AHM-Gota,1,699.0000,1.0000,1.0000,2,2.0000,699.0000
2025-01-08,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,BANASHANKARI,1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-09,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,"BLR- Sonnenahalli New",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-06,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,BLR-Bagalur,1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-11,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,"BLR-Banashankari Network",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-15,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,BLR-BANNERGHATTA,1,699.0000,1.0000,1.0000,1,1.0000,1398.0000
2025-01-16,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,BLR-BANNERGHATTA,1,699.0000,1.0000,1.0000,1,1.0000,1398.0000
2025-01-06,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,BLR-BASAVANAPURA,1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-07,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,"BLR-BASAVANAPURA NETWORK 2",1,699.0000,1.0000,1.0000,1,1.0000,1398.0000
2025-01-18,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,"BLR-BASAVANAPURA NETWORK 2",1,699.0000,1.0000,1.0000,1,1.0000,1398.0000
2025-01-04,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,"BLR-Bellandur new",1,699.0000,1.0000,1.0000,2,2.0000,699.0000
2025-01-10,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,"BLR-Brookfield Network-2",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-05,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,"BLR-BTM Layout Network-3",2,699.0000,2.0000,2.0000,3,1.5000,1398.0000
2025-01-16,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,"BLR-BTM Layout Network-3",1,699.0000,1.5000,1.5000,3,2.0000,1398.0000
2025-01-02,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,"BLR-BTM LAYOUT NEW",1,699.0000,1.0000,1.0000,1,1.0000,1398.0000
2025-01-12,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,"BLR-BTM LAYOUT NEW",1,699.0000,1.0000,1.0000,1,1.0000,1398.0000
2025-01-04,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,"BLR-CV Raman Nagar Network",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-03,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,"BLR-CV RAMAN NAGAR NEW",1,699.0000,1.0000,1.0000,1,1.0000,2097.0000
2025-01-10,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,"BLR-CV RAMAN NAGAR NEW",1,699.0000,1.0000,1.0000,1,1.0000,2097.0000
2025-01-15,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,"BLR-CV RAMAN NAGAR NEW",1,699.0000,1.0000,1.0000,1,1.0000,2097.0000
2025-01-14,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,BLR-Doddakannelli,1,699.0000,1.0000,1.0000,1,1.0000,1398.0000
2025-01-17,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,BLR-Doddakannelli,0,699.0000,0.5000,0.5000,1,2.0000,1398.0000
2025-01-05,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,"BLR-Electronic City New",1,699.0000,1.0000,1.0000,2,2.0000,699.0000
2025-01-03,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,BLR-GUNJUR,1,699.0000,1.0000,1.0000,1,1.0000,2097.0000
2025-01-09,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,BLR-GUNJUR,1,699.0000,1.0000,1.0000,1,1.0000,2097.0000
2025-01-18,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,BLR-GUNJUR,1,699.0000,1.0000,1.0000,1,1.0000,2097.0000
2025-01-10,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,"BLR-HBR Layout",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-10,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,"BLR-HSR Layout New",1,699.0000,1.0000,1.0000,2,2.0000,1398.0000
2025-01-17,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,"BLR-HSR Layout New",1,699.0000,1.0000,1.0000,2,2.0000,1398.0000
2025-01-14,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,BLR-HSR-2,1,699.0000,1.0000,1.0000,1,1.0000,699.0000
2025-01-02,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,"BLR-INDIRANAGAR NEW",1,699.0000,1.0000,1.0000,2,2.0000,1398.0000
2025-01-08,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,"BLR-INDIRANAGAR NEW",1,699.0000,1.0000,1.0000,2,2.0000,1398.0000
2025-01-05,f6e64c19-b02c-42ec-98b9-837c169f1ae6,"The Good Bug Gut Balance Supplement Powder - Strong Digestion & Immunity 15.0 GRAM","Pharma & Wellness",Bengaluru,"BLR-ITPL Layout",1,699.0000,1.0000,1.0000,1,1.0000,699.0000
